brand,category,type_name,product_kind,model,sku_code,display_name,base_price_inr,warranty_months,mrp_inr,gst_percent,including_gst_inr,points,ah,capacity_va,voltage_v,warranty_label,warranty_primary_months,warranty_exchange_window_months,gst_amount_inr,warranty_note,source_file,source_row,is_active,sort_order,description
YBK,Batteries,Tall Tubular Battery,battery,LA160TT36,YBK-BAT-TTB-LA160TT36,LA160TT36,10040,36,16799,18,11850,,140,,12,36+24,36,24,1810,"Exchange window after primary warranty is against old battery/scrap value; scrap value is variable",tall_tubular_batteries.csv,2,true,10,
