sal",2350,3500,5500
,,,,,,,,,,,,SY,SLT,SB,P,LIV,LIV.A,Oth.,SY,SL,SB,SY,SLT,SB,P,LIV,LIV.A,Oth.,SY,SLT,SB,P,LIV,LIV.A,Oth.,SY,SLT,SB,P,LIV,LIV.A,Oth.,SY,SLT,SB,P,LIV,LIV.A,Oth.,SY,SL,Sb,LIV,LIV.A,P,SY,SLT,SB,P,LIV,LIV.A,Oth.,SY,SLT,SB,P,LIV,LIV.A,Oth.,SY,SLT,SB,P,LIV,LIV.A,Oth.,SY,SLT,SB,SY,SLT,SB,LIV.A,SY,SLT,SB,P,SY,SLT,SB,Liv.a,SY,SLT,liv.a,SY,SLT,P,SY,SLT,SB,P,SY,SLT,SB,P,sy,Slt,sb,P,sy,Slt,sb,P,sy,slt,Pl,con,charg.,,,"SYLE
51272","SYLE
Bill Done,LKN 44,Sameer Sir,26-11-2025,26-11-2025,ok,Laxmi Electronic Fatehpur (AH),"New Dp-1400-2%-600-200 Sp
Panel-16.60 Rs",69 (26-11-25),,1.6 lac with mat sonu ji,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,8,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,44 Dispatch Nov.,,,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,549,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,34,0,0,0,0,0,43,2,0,0,0,0,0,63,6,0,0,0,3,0,2,0,0,34,0,0,0,23,14,0,0,28,0,0,1,4,0,0,1,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,0,10,0,0,0,30,0,7,0,,,,70,20,0,11,0,0
4-12-2025,Billing,,,,,,,,,,210,10,10,,,,,,,,,,,,,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,,,,,,50,20,,,,,,30,20,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LKN 45,Sameer Sir,28-11-2025,2-12-2025,ok,Shri Shankar Battery Eatawa (NBD) (AH),New Dp -1400-2%-200 (SP),"70 (30-11-25)
(5-12-25)","10 Note Pade
30 Leaflet
10 Pen",with mat 75k,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,16,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LKN 53,Sameer Sir,3-11-2025,05-12-2025,ok,R.J Enterprises Unnao Ajgain (AH) ,"New Dp-1400-2%-600
Panel- 14.50 Rs","71 (30-11-25)
(6-12-25)",,pcs already dispatched by CF,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,Total Sale,,,,,84 Dispatch Nov.,,,,,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,718,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,44,0,0,0,0,0,77,22,0,0,0,0,0,85,26,0,0,0,3,0,2,0,0,34,0,0,0,23,14,0,0,28,0,0,1,25,0,0,1,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,0,10,0,0,0,29,0,7,0,,,,70,20,0,11,0,0
Bill Done,LKN 46,Manish Sir,3-12-2025,3-12-2025,ok,Shri Ram Traders Pilibhit (Without AH),New 1500-2%-200 SP,"72 (30-11-25)
(6-12-25)",,with mat 1 lac sonu ji,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,10,,,,,,,,,,,,,,5,,,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,134 Dispatch Nov.,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
,Bal,,,,,,,,,,668,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,44,0,0,0,0,0,77,22,0,0,0,0,0,75,26,0,0,0,3,0,2,0,0,34,0,0,0,18,14,0,0,28,0,0,1,15,0,0,1,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,0,10,0,0,0,29,0,7,0,0,,0,70,20,0,11,0,0
Bill Done,LKN 47,Sameer Sir,28-11-2025,3-12-2025,ok,Chand Electronic Kanpur (AH),New Dp -1400-2%-200,73 (12-12-25),,dispatch after 2lac,50,,5,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,50 Dispatch Dec.,,,,,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
,Bal,,,,,,,,,,618,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,24,0,0,0,0,0,77,2,0,0,0,0,0,75,26,0,0,0,3,0,2,0,0,34,0,0,0,18,14,0,0,28,0,0,1,15,0,0,1,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,0,10,0,0,0,29,0,7,0,0,,0,70,20,0,11,0,0
10-1-2025,Billing,,,,,,,,,,150,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,10,20,,,,,,,,,,,35,,,,,,,,,,10,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Done,LKN 54 (A),Sameer Sir,13-12-2025,25-12-2025,ok,Chand Electronic Kanpur (AH)(Order A),New Dp -1400-2%-200,75 (10-1-26),,dispatcch after 6 lac,50,,5,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,20,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LKN 54 (B),Sameer Sir,13-12-2025,25-12-2025,ok,Chand Electronic Kanpur (AH)(Order b),"New Dp -2000-2%
Panel-14.50",74 (10-1-26),,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
,,,,31-12-2025,ok,Chand Elc. Kanpur,WRS FOC,77 (12-1-26),1 PC,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LKN 52,Sameer Sir,21-11-2025,29-12-2025,ok,Singh Traders Fatehpur (AH) ,New Dp -1400-2%,76 (12-1-26),,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,20,,,,,15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LK 12,LKN 56,12-1-2026,12-1-2025,ok,Singh Traders Fatehpur (AH) Replacment,"DP-1400-2% Advance 
Replcment",78 (12-1-26),,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,126 Dispatch Jan.,,,,,142,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,42,20,0,0,0,0,0,8,15,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0
,Bal,,,,,,,,,,626,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94,18,0,0,0,0,0,45,2,0,0,0,0,0,67,11,0,0,0,18,0,2,0,0,19,0,0,0,18,24,0,0,27,0,0,1,15,0,0,1,0,0,6,50,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,0,10,0,0,0,24,0,7,0,0,,0,70,20,0,11,0,0
Bill Done,LKN 57,Manish Sir,24-12-2025,31-12-2025,ok,Shri Ram Traders Pilibhit (Without AH),New Dp -1500-2%-200,79 (14-1-26),,dispatch after 4 lac(2 +2 pdc ),80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,4,11,,,,,,,,,,,,,,15,,,,,,,15,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LKN 49,Manish Sir,24-12-2025,31-12-2025,ok,Taj Enterprises Pilibhit (Without AH),"New Dp -1500-2%-200
100 w-20.50 rs
170 w-24.00 Rs","80 81
(14-1-26)",2 Foc sytt17536,dispatch after 3.5 ( 2.5 + 1 pdc ),100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,15,,,,,,,25,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
,Total Sale,,,,,286 Dispatch Dec,,,,,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,15,0,0,0,0,0,0,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,15,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
,Bal,,,,,,,,,,446,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82,8,0,0,0,0,0,30,2,0,0,0,0,0,38,0,0,0,0,18,0,2,0,0,19,0,0,0,18,4,0,0,27,0,0,1,0,0,0,1,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,24,0,7,0,0,,0,70,20,0,11,0,0
Bill Done,LK 12,Munender Sir,9-1-2025,9-1-2025,ok,Shri Shankar Battery Eatawa (NBD) (AH),"Against Replacement
FOC challan",DC-004 (19-1-26),,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LK 11,Munender Sir,9-1-2025,9-1-2025,ok,Sun Battery House Saurikh (Without AH),"Against Replacement
FOC challan",DC-003 (19-1-26),,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LKN 51(A),Sameer Sir,21-11-2025,31-12-2025,ok,Shanu Electronic Farrukhabad (AH)(Order A)," Dp -1400-2%-200-600
585 mtk-16.60
570sy-14.50","82 (31-1-26)
(2-2-26)",,9lac till (15 5/1. 4 22/1),60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,8,,,,,,,,,,16,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,,,,,,,,,,
SALE DONE,Total Sale,,,,,334 Dispatch Dec,,,,,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,,0,0,0,0,0,0,0
,Bal,,,,,,,,,,379,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,8,0,0,0,0,0,26,2,0,0,0,0,0,28,0,0,0,0,18,0,2,0,0,3,0,0,0,18,4,0,0,15,0,0,1,0,0,0,1,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,19,0,0,0,0,,0,70,20,0,11,0,0
4-2-2026,Billing ,,,,,,,,,,200,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,10,20,,,,20,,,14,,,,20,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
30-1-2026,LKN 56,Sameer Sir,19-12-2025,19-12-2025,Y ok ,Laxmi Electronic Fatehpur (AH),"old Dp -1400-2%-600
570 sy-14.50",83 (11-2-26),,Dist. After 2.5 Lac,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
,LKN 51(B),Sameer Sir,21-11-2025,31-12-2025,Y ok ,Shanu Electronic Farrukhabad (AH)(Order B),NDP -5% Flat Discount ,86 (19-2-26),,INV 1050/12V-10 Pcs,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
,LKN 58,Sameer Sir,30-1-2026,20-2-2026,Y ok ,Chand Electronics Kanpur ,-1400-2-3-200,87 (20-2-26),tt17536 tod 5,9401,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LKN 58,Sameer Sir,30-1-2026,20-2-2026,Y ok ,Chand Electronics Kanpur ,-1400-2-3-200,87 (20-2-26),tt17536 Wrs 6,9401,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,YBK INd Hisar Stock Ret.,,88 (23-2-26),,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LKN 61,Sameer Sir,16-2-2026,17-2-2026,Y ok ,Sun Battery House Saurikh,"New Dp-1400-2%-600
inv 5%-3%
570 Sy -13.50",85 (17-2-26),,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,10,,,,,
,Total Sale,,,,,52 Dispatch feb,,,,,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,16,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,,0,20,0,0,0,0,0
,Bal,,,,,52,,,,,480,28,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,59,8,0,0,0,0,0,27,6,0,0,0,20,0,11,2,0,0,0,38,0,2,0,0,18,0,0,0,18,4,0,0,15,0,0,1,0,0,0,1,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,0,100,20,0,11,0,0
,LKN 64,Sameer Sir,26-2-2026,28-2-2026,Y ok ,Singh Traders Fatehpur (AH) ,New Dp-1400-2%,89 (28-2-26),,TOD & WRS Pending ,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,15,,5,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Y ok ,Singh Traders Fatehpur (AH) Replacment,-1400-2,90 (28-2-26),tt18036 Foc Sy -10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,92 Dispatch feb,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,15,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
