81",MTK,LUM,MTK,LUM,MTK,LUM,MTK,LUM,East,MTK,Palza,LUM,MTK,Lum,LUM,LUM,EXI,EXI,MTK,MTK,MTK,MTK,AMG,Exi,APRO,,Exi,sy,Sy,MKT,SY,,,,INV,INV,INV,INV,INV,UPS
Bill Done,Panal Pur.,,,,,Prakashmay Power Solution Bulandshahr ,INV2025-26/1988,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
10-8-2025,BR 18 (A),Ramdut Sir,8-8-2025,7-8-2025,Y ok,Radhey Krishna Service Center BSR (Order A),Service Centre,130 (8-8-25),,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR 18 (B),Ramdut Sir,8-8-2025,7-8-2025,Y ok,Radhey Krishna Service Center BSR (Order B),Service Centre,131 (8-8-25),,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,0 Dispatch August,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,458,3,1,0,0,0,0,0,0,6,0,31,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,65,12,,0,0,0,0,4,0,0,0,0,2,0,35,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,,3,10,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,6,0,9,18,0,0,0,0,,,,50,20,0,12,0,0
12-8-2025,BSR 53,Akash Sir,8-11-2025,11-8-2025,Y ok,Qadri Enterprise Bahjoi,"New DP-2200-2%
160W Exi -19.50 Rs
100W Exi-21.60 Rs",132 (11-8-25),,,60,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,24,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,18,,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,40 Dispatch August,,,,,60,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,2,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,398,3,1,0,0,0,0,0,0,6,0,25,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,65,12,,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,,3,10,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,9,0,0,0,0,0,,,,50,20,0,12,0,0
13-8-2025,BSR 54,Neeraj Sir,12-8-2025,12-8-2025,Y ok,Jai Rajora (K.K Elc. Bulandshahr),"New Dp-1500-2%
Dp",133 (12-8-25),,,15,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,54 Dispatch August,,,,,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,383,3,1,0,0,0,0,0,0,6,0,21,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,58,12,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,,3,9,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,9,0,0,0,0,0,,,,50,20,0,12,0,0
19-8-2025,BSR 49,Akash Sir,23-7-2025,23-7-2024,Y ok,Prakashmay Power Solution Bulandshahr ,Foc,129 (8-8-25),"12 foc tt17536 
Bangkok Scheme
App By Ravi Sir",,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HR250(B),Akash Sir,21-7-2025,23-7-2025,OK,Prakashmay Power Solution Bulandshahr (Order B),"New DP-2200-2%
Panal -18.80 Rs",129 (8-8-25),1 Code Panding,,45,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,
,HR311(B),Akash Sir,18-8-2025,18-8-2025,Y ok,"Prakashmay Power Solution Bulandshahr
(Order B) ","New DP-2200-2%
100 W 21.60 RS",136 (19-8-25),Combo Billing,,9,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
,Total Sale,,,,,107 Dispatch August,,,,,66,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,317,3,1,0,0,0,0,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,,3,9,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,50,20,0,12,0,0
19-8-2025,Billing,,,,,,,,,,308,,,,,,,,,,,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,30,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,20,,,,,,,,,,,,,
19-8-2025,Billing,,,,,YBK Industries To Prakashmay Power Solution ,,,,,172,,,,,,,,,,,,20,,,,,,,4,,,,,,,,,,,,,,,,,,,,,8,,,,,,44,,,,,,,32,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-8-2025,BR 19,Ramdut Sir,19-8-2025,20-8-2025,Y ok,K.K Elc. Bulandshahr (Prorata),New DP-1500-2%-48%,138 (20-8-25),,,10,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-8-2025,BR 20,Ankit Sir,6-8-2025,7-8-2025,Y ok,Vaayu Enterprises Service Centre Aligarh ,Service Centre,137 (20-8-25),,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BSR 58,Salman Sir,21-8-2025,21-8-2025,ok,Chauhan Battery House Mainpur,"New Dp-3500-3%-3%
Chr- 4890",143 (21-8-25),,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,107 Dispatch August,,,,,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,754,3,1,0,0,0,0,0,0,6,0,38,45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,78,44,,0,0,0,0,14,32,0,0,0,0,0,38,40,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,0,0,10,24,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0,0,,3,9,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,101,0,0,20,0,0,0,0,,,,50,20,0,12,0,0
24-8-2025,BSR 57,Neeraj Sir,21-8-2025,21-8-2025,Y ok,Jai Rajora (K.K Elc. Bulandshahr),New Dp-1500-2%,145 (23-8-25),,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-8-2025,BSR 55(A),Neeraj Sir,19-8-2025,21-8-2025,Y ok,Aastha Elc Modinagar (Order A),"New Dp-1500-2%
Panal-17.55 Rs",147 (23-8-25),,,23,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BSR 55 (B),Neeraj Sir,19-8-2025,21-8-2025,Y ok,Aastha Elc Modinagar (Order B),"New Dp-1500-2%
",146 (23-8-25), 2 Foc tt17536,"B-127,147",12,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,149 Dispatch August,,,,,45,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,709,3,1,0,0,0,0,0,0,6,0,13,45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,67,44,,0,0,0,0,14,32,0,0,0,0,0,38,40,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,10,24,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0,0,,3,9,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,20,0,0,0,0,0,101,0,0,20,0,0,0,0,,,,50,20,0,12,0,0
,Sale Ret.,,,,,K.K Elc. Bulandshahr (Prorata),SR/BS/25-26/010,,,1800-1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-8-2025,BR 21,Ramdut Sir,19-8-2025,20-8-2025,Y OK,K.K Elc. Bulandshahr (Prorata),New DP-1500-2%-48%,140 (21-8-25),,1600-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-8-2025,BR 22,Ramdut Sir,19-8-2025,21-8-2025,OK,Radhey Krishna Service Center BSR,Service Center,139 (21-8-25),"1 22036 Code Same In 
vaayu & Radhey Krishna ",,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,14,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,0 Dispatch August,,,,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,684,2,1,0,0,0,0,0,0,6,0,14,45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,62,44,,0,0,0,0,0,32,0,0,0,0,0,32,40,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,10,24,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,0,0,0,,3,9,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,20,0,0,0,0,0,101,0,0,20,0,0,0,0,,,,50,20,0,12,0,0
,Panal Pur.,,,,,Prakashmay Power Solution Bulandshahr ,INV2025-26/2103,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,
,HR311(A),Akash Sir,18-8-2025,18-8-2025,Y ok,Prakashmay Power Solution Bulandshahr(Order A),New DP-2200-2%,141 (21-8-25),"44 fOC SLTTT17538
Thailand Scheme",Dispatch From Hisar ,204,,,,,,,,,,,,20,,,,,,,4,,,,,,,,,,,,,,,,,,,,,8,,,,,,44,,,,,,,32,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,
,BSR 59,Salman Sir,21-8-2025,21-8-2025,ok,Ratan Power System Firozabad,"Dp-3000-3%-3%
Chr - 4890",142 (21-8-25),,old clear month 1 lakh-salamn,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,0 Dispatch August,,,,,208,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,44,,0,0,0,0,0,32,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,508,2,1,0,0,0,0,0,0,6,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,,3,9,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,20,0,0,0,0,0,101,0,0,20,0,0,0,0,,,,50,20,0,12,0,0
Bill Done,Stock Ret.,,,,,Bsr To Hisar,YBK/B/25-26/0144,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Sale,,,,,149 Dispatch August,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,Bal,,,,,,,,,,505,2,1,0,0,0,0,0,0,6,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,,3,9,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,20,0,0,0,0,0,101,0,0,20,0,0,0,0,,,,50,20,0,12,0,0
29-8-2025,Billing,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,40,25,,,,6,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-8-2025,BSR 61 (A),Neeraj Sir,27-8-2025,29-8-2025,Y ok,Jai Rajora (K.K Elc. Bulandshahr) (Order A),"New DP-1500-2%
Panal- 17.55 rs",148 (29-8-25),"Mixbilling
",,30,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BSR 61 (B),Neeraj Sir,27-8-2025,29-8-2025,Y ok,Jai Rajora (K.K Elc. Bulandshahr) (Order B),New DP-1500-2%,149 (29-8-25),2 Foc tt17536,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-8-2025,BSR 56,Akash Sir,19-8-2025,23-8-2025,Y ok,Qadri Enterprise Bahjoi,"New DP-2200-2%
Panal - 21.60 Rs",150 (29-8-25),Combo Billing,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,6,,18,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
