brand,category,type_name,product_kind,model,sku_code,display_name,base_price_inr,warranty_months,mrp_inr,gst_percent,including_gst_inr,points,ah,capacity_va,voltage_v,warranty_label,warranty_primary_months,warranty_exchange_window_months,gst_amount_inr,warranty_note,source_file,source_row,is_active,sort_order,description
Syrex,Lithium Ion EV,Lithium EV Battery ,battery,MC51218LFP,YBK-EVLFP-MC51218LFP,MC51218LFP,11499,18,19599,18,13569,80,30,,51.2,,,,,,lithium_ev_batteries_lfp.csv,2,TRUE,10
